country,Year,Female,Male,Total
1,1921,63.18,59.1,60.97
1,1922,65.11,60.88,62.83
1,1923,63.66,59.98,61.68
1,1924,64.51,60.77,62.48
1,1925,65.38,61.3,63.17
1,1926,65.07,60.99,62.88
1,1927,64.85,61.1,62.84
1,1928,64.72,61.33,62.91
1,1929,65.39,61.1,63.08
1,1930,66.9,63.15,64.9
1,1931,67.33,63.55,65.32
1,1932,67.6,63.83,65.6
1,1933,67.46,63.65,65.43
1,1934,66.69,63.09,64.79
1,1935,67.17,63.18,65.05
1,1936,67.2,63.38,65.19
1,1937,67.96,63.76,65.74
1,1938,67.93,63.8,65.76
1,1939,68.06,63.64,65.73
1,1940,68.64,63.93,66.16
1,1941,68.23,64.05,66.04
1,1942,67.89,63.89,65.79
1,1943,68.25,64.57,66.33
1,1944,69.79,66.25,67.96
1,1945,70.28,66.62,68.38
1,1946,70.15,65.87,67.92
1,1947,70.96,66.28,68.52
1,1948,71,66.14,68.47
1,1949,71.78,66.64,69.09
1,1950,71.72,66.51,69
1,1951,71.59,66.08,68.7
1,1952,72.04,66.45,69.11
1,1953,72.56,67.06,69.69
1,1954,72.79,67.18,69.86
1,1955,73.25,67.34,70.15
1,1956,73.05,67.29,70.04
1,1957,73.46,67.45,70.32
1,1958,74.02,67.96,70.86
1,1959,73.74,67.44,70.45
1,1960,74.05,67.95,70.87
1,1961,74.52,68.04,71.13
1,1962,74.29,67.82,70.91
1,1963,74.3,67.9,70.96
1,1964,73.97,67.48,70.57
1,1965,74.24,67.66,70.8
1,1966,74.07,67.57,70.68
1,1967,74.56,67.83,71.05
1,1968,74.23,67.46,70.68
1,1969,74.69,67.76,71.07
1,1970,74.18,67.43,70.65
1,1971,74.9,68.25,71.45
1,1972,75.31,68.48,71.77
1,1973,75.71,68.68,72.06
1,1974,75.5,68.47,71.85
1,1975,76.41,69.37,72.78
1,1976,76.41,69.4,72.79
1,1977,77.06,70.07,73.47
1,1978,77.33,70.33,73.74
1,1979,77.99,70.85,74.33
1,1980,78.22,71.09,74.57
1,1981,78.43,71.3,74.78
1,1982,78.29,71.31,74.72
1,1983,78.82,72.15,75.44
1,1984,78.84,72.27,75.51
1,1985,78.67,72.28,75.43
1,1986,79.31,72.9,76.07
1,1987,79.34,72.92,76.09
1,1988,79.6,73.18,76.35
1,1989,79.38,73.11,76.2
1,1990,80.15,73.98,77.04
1,1991,80.49,74.49,77.48
1,1992,80.48,74.5,77.47
1,1993,80.99,75.04,78.01
1,1994,80.82,74.92,77.86
1,1995,81.13,75.39,78.26
1,1996,81.26,75.45,78.35
1,1997,81.38,75.87,78.63
1,1998,81.86,76.18,79.03
1,1999,82.04,76.5,79.28
1,2000,82.27,76.95,79.62
1,2001,82.61,77.38,80.01
1,2002,82.54,77.54,80.06
1,2003,82.91,77.94,80.45
1,2004,83.17,78.27,80.74
1,2005,83.47,78.67,81.1
1,2006,83.58,78.91,81.27
1,2007,83.53,78.91,81.24
1,2008,83.7,79.14,81.43
1,2009,84,79.44,81.73
1,2010,84.2,79.8,82.02
1,2011,84.25,79.91,82.09
1,2012,84.3,80.26,82.29
1,2013,84.61,80.46,82.54
1,2014,84.49,80.52,82.51
1,2015,84.62,80.56,82.6
1,2016,84.85,80.75,82.8
1,2017,84.74,80.68,82.71
1,2018,85.29,81.21,83.25
1,2019,85.27,81.2,83.24
1,2020,85.69,81.63,83.66
1,2021,85.45,81.5,83.47
2,1947,64.01,58.95,61.54
2,1948,65.77,60.53,63.21
2,1949,65.77,61.02,63.47
2,1950,67.28,62.18,64.81
2,1951,67.81,62.48,65.22
2,1952,69.23,64.09,66.74
2,1953,69.71,64.61,67.25
2,1954,69.88,64.49,67.28
2,1955,70.36,64.56,67.55
2,1956,70.54,64.63,67.68
2,1957,70.51,64.21,67.44
2,1958,71.37,65.33,68.45
2,1959,71.39,65.19,68.39
2,1960,71.9,65.39,68.74
2,1961,72.77,66.41,69.71
2,1962,72.48,66.28,69.5
2,1963,72.66,66.4,69.65
2,1964,73.19,66.78,70.12
2,1965,72.99,66.6,69.93
2,1966,73.34,66.84,70.22
2,1967,73.37,66.62,70.12
2,1968,73.52,66.76,70.27
2,1969,73.27,66.56,70.04
2,1970,73.42,66.51,70.09
2,1971,73.67,66.66,70.29
2,1972,74.02,66.95,70.62
2,1973,74.57,67.54,71.2
2,1974,74.62,67.44,71.18
2,1975,74.7,67.66,71.33
2,1976,75.06,68.19,71.79
2,1977,75.44,68.5,72.14
2,1978,75.65,68.44,72.2
2,1979,75.97,68.78,72.55
2,1980,76.04,68.95,72.67
2,1981,76.38,69.26,72.99
2,1982,76.58,69.37,73.15
2,1983,76.59,69.5,73.22
2,1984,77.18,70,73.77
2,1985,77.3,70.32,73.99
2,1986,77.65,70.89,74.46
2,1987,78.03,71.39,74.9
2,1988,78.52,71.85,75.37
2,1989,78.66,71.9,75.46
2,1990,78.87,72.23,75.74
2,1991,78.98,72.26,75.79
2,1992,79.14,72.5,75.99
2,1993,79.34,72.76,76.22
2,1994,79.64,73.12,76.54
2,1995,79.95,73.29,76.78
2,1996,80.08,73.66,77.03
2,1997,80.54,74.02,77.43
2,1998,80.82,74.44,77.78
2,1999,80.83,74.78,77.96
2,2000,81.09,75.1,78.24
2,2001,81.56,75.59,78.72
2,2002,81.66,75.77,78.85
2,2003,81.54,75.91,78.85
2,2004,82.09,76.39,79.36
2,2005,82.21,76.61,79.52
2,2006,82.63,77.07,79.96
2,2007,82.83,77.29,80.16
2,2008,82.95,77.58,80.37
2,2009,82.85,77.4,80.2
2,2010,83.12,77.66,80.47
2,2011,83.43,78.07,80.83
2,2012,83.28,78.26,80.84
2,2013,83.56,78.46,81.08
2,2014,83.73,78.91,81.39
2,2015,83.58,78.63,81.16
2,2016,83.94,79.14,81.6
2,2017,83.9,79.28,81.64
2,2018,84,79.3,81.69
2,2019,84.2,79.54,81.91
3,1841,40.36,40.32,40.34
3,1842,38.54,38.79,38.67
3,1843,40.26,40.5,40.38
3,1844,41.75,42.05,41.91
3,1845,40.79,41.27,41.05
3,1846,38.21,37.48,37.86
3,1847,35.84,34.43,35.13
3,1848,37.91,38.17,38.05
3,1849,34.53,34.49,34.51
3,1850,42.13,42.46,42.3
3,1851,41.76,42.04,41.91
3,1852,41.72,41.89,41.81
3,1853,41.35,41.35,41.35
3,1854,40.09,39.47,39.78
3,1855,37.84,37.09,37.46
3,1856,41.14,40.69,40.92
3,1857,40.65,40.3,40.48
3,1858,40.67,39.7,40.17
3,1859,39.49,38.46,38.97
3,1860,45.72,44.5,45.1
3,1861,41.79,40.74,41.25
3,1862,43.62,42.6,43.1
3,1863,41.88,40.73,41.29
3,1864,40.21,39.41,39.8
3,1865,38.39,37.11,37.73
3,1866,33.3,31.69,32.47
3,1867,44.08,42.06,43.05
3,1868,43.53,41.62,42.55
3,1869,43.3,41.91,42.59
3,1870,41.75,40.14,40.92
3,1871,35.22,33.55,34.36
3,1872,41.02,39.1,40.04
3,1873,44.68,42.38,43.49
3,1874,45.82,43.6,44.68
3,1875,43.4,41.02,42.17
3,1876,44.88,42.54,43.67
3,1877,45.75,43.29,44.48
3,1878,45.62,42.93,44.23
3,1879,45.18,42.57,43.83
3,1880,44.01,41.08,42.49
3,1881,45.92,43.01,44.42
3,1882,47.08,44.12,45.55
3,1883,46.45,43.46,44.9
3,1884,45.72,42.83,44.23
3,1885,46.95,44.08,45.47
3,1886,44.92,41.88,43.35
3,1887,47.76,44.45,46.05
3,1888,46.81,43.15,44.92
3,1889,46.79,43.46,45.07
3,1890,46.12,42.3,44.14
3,1891,45.88,42.33,44.04
3,1892,44.82,41.62,43.16
3,1893,46.05,42.92,44.44
3,1894,48.69,44.73,46.63
3,1895,47.23,43.83,45.48
3,1896,49.77,46.47,48.07
3,1897,50.59,47.19,48.84
3,1898,50.04,46.31,48.12
3,1899,48.23,44.87,46.5
3,1900,48.51,44.98,46.69
3,1901,51.21,47.76,49.44
3,1902,50.82,47.54,49.14
3,1903,51.01,47.56,49.23
3,1904,50.84,47.76,49.27
3,1905,51.68,48.46,50.03
3,1906,51.34,48.07,49.67
3,1907,52.78,49.44,51.07
3,1908,51.38,48.13,49.72
3,1909,52.4,48.99,50.66
3,1910,52.99,49.7,51.31
3,1911,51.12,47.54,49.28
3,1912,54.08,50.5,52.25
3,1913,54.37,50.62,52.45
3,1914,NA,NA,NA
3,1915,NA,NA,NA
3,1916,NA,NA,NA
3,1917,NA,NA,NA
3,1918,NA,NA,NA
3,1919,51.08,47.52,49.26
3,1920,55.94,52.15,54.01
3,1921,56.37,53,54.66
3,1922,56.87,53.55,55.19
3,1923,58.6,54.87,56.7
3,1924,59.22,55.63,57.4
3,1925,58.95,55.35,57.12
3,1926,58.73,55.09,56.88
3,1927,58.92,55.36,57.11
3,1928,59.33,55.66,57.47
3,1929,56.95,53.18,55.02
3,1930,59.23,55.07,57.1
3,1931,60.48,56.44,58.42
3,1932,60.44,56.7,58.54
3,1933,60.64,56.79,58.68
3,1934,62.32,58.38,60.31
3,1935,62.01,57.96,59.94
3,1936,62.18,57.73,59.91
3,1937,62.07,57.92,59.95
3,1938,62.47,57.86,60.11
3,1939,62.37,57.86,60.06
3,1940,60.73,51.78,55.96
3,1941,61.73,55.99,58.74
3,1942,61.96,56.46,59.09
3,1943,62.91,57.82,60.29
3,1944,60.76,53.49,56.94
3,1945,61.27,55.56,58.32
3,1946,64.82,59.13,61.89
3,1947,66.19,60.79,63.42
3,1948,67.6,62.34,64.92
3,1949,68.06,62.92,65.43
3,1950,68.89,63.81,66.3
3,1951,69.28,64.29,66.75
3,1952,70.46,65.54,67.96
3,1953,70.9,65.88,68.35
3,1954,71.13,66.11,68.59
3,1955,71.24,65.93,68.54
3,1956,71.61,66.14,68.84
3,1957,71.91,66.55,69.2
3,1958,72.58,67.29,69.91
3,1959,73.07,67.61,70.31
3,1960,72.64,66.71,69.62
3,1961,73.53,67.55,70.5
3,1962,73.13,67.39,70.23
3,1963,73.09,67.09,70.04
3,1964,73.79,67.7,70.7
3,1965,73.64,67.56,70.55
3,1966,73.67,67.67,70.63
3,1967,74.08,67.84,70.91
3,1968,73.78,67.54,70.61
3,1969,73.97,67.49,70.67
3,1970,74.14,67.82,70.94
3,1971,74.38,67.89,71.09
3,1972,74.71,68.2,71.41
3,1973,74.92,68.42,71.63
3,1974,75.23,68.77,71.97
3,1975,75.21,68.78,71.96
3,1976,75.41,68.86,72.1
3,1977,76.06,69.49,72.76
3,1978,76.06,69.39,72.7
3,1979,76.52,69.91,73.2
3,1980,76.66,69.87,73.24
3,1981,77.04,70.28,73.65
3,1982,77.16,70.59,73.88
3,1983,77.14,70.61,73.88
3,1984,77.78,70.95,74.37
3,1985,77.87,71.07,74.47
3,1986,77.99,71.32,74.67
3,1987,78.62,71.91,75.29
3,1988,78.91,72.21,75.59
3,1989,78.92,72.32,75.65
3,1990,79.33,72.7,76.06
3,1991,79.47,72.85,76.2
3,1992,79.67,72.97,76.36
3,1993,79.74,72.94,76.36
3,1994,79.99,73.35,76.71
3,1995,80.18,73.44,76.84
3,1996,80.46,73.83,77.19
3,1997,80.55,74.16,77.4
3,1998,80.56,74.3,77.47
3,1999,80.87,74.37,77.65
3,2000,80.9,74.57,77.77
3,2001,81.16,74.92,78.08
3,2002,81.18,75.08,78.17
3,2003,81.2,75.36,78.32
3,2004,81.85,75.97,78.96
3,2005,81.85,76.15,79.05
3,2006,82.15,76.52,79.39
3,2007,82.2,76.74,79.53
3,2008,82.31,76.77,79.58
3,2009,82.43,77.16,79.85
3,2010,82.63,77.36,80.05
3,2011,82.86,77.77,80.37
3,2012,82.83,77.63,80.26
3,2013,82.92,77.94,80.47
3,2014,83.51,78.56,81.08
3,2015,83.15,78.56,80.89
3,2016,83.68,78.79,81.27
3,2017,83.65,79,81.36
3,2018,83.69,79.21,81.48
3,2019,84.01,79.6,81.84
3,2020,83.06,78.54,80.8
3,2021,84.04,79.25,81.66
3,2022,83.81,79.57,81.71
4,1947,55.74,52.58,54.14
4,1948,57.26,54.43,55.83
4,1949,59.69,56.34,57.99
4,1950,63.28,59.7,61.47
4,1951,62.27,59.13,60.68
4,1952,61.08,58.09,59.57
4,1953,65.96,62.46,64.18
4,1954,66.15,62.66,64.39
4,1955,66.55,63.13,64.82
4,1956,66.95,63.5,65.21
4,1957,68.33,64.87,66.59
4,1958,70.41,67.03,68.71
4,1959,68.2,65.07,66.63
4,1960,70.92,67.45,69.17
4,1961,72.07,68.42,70.22
4,1962,71.32,67.78,69.53
4,1963,72.02,68.68,70.33
4,1964,72.94,69.35,71.13
4,1965,73.22,69.44,71.3
4,1966,73.15,69.34,71.22
4,1967,72.55,68.36,70.41
4,1968,73.29,69.18,71.2
4,1969,72.77,68.28,70.47
4,1970,73.5,69.1,71.25
4,1971,73.22,68.62,70.85
4,1972,73.19,68.65,70.86
4,1973,73.73,69,71.3
4,1974,73.6,68.95,71.21
4,1975,73.54,68.62,71
4,1976,73.88,68.98,71.36
4,1977,73.46,68.25,70.77
4,1978,73.65,68.75,71.13
4,1979,74.01,68.61,71.22
4,1980,73.9,68.45,71.08
4,1981,74.31,68.82,71.48
4,1982,73.95,68.39,71.08
4,1983,74.31,68.39,71.24
4,1984,74.47,68.44,71.35
4,1985,74.25,68.09,71.05
4,1986,74.85,68.5,71.55
4,1987,74.59,68.33,71.35
4,1988,74.76,68.31,71.41
4,1989,74.91,68.29,71.48
4,1990,74.81,68.08,71.32
4,1991,74.51,68.09,71.19
4,1992,74.78,67.84,71.18
4,1993,75.11,67.57,71.18
4,1994,74.81,67.23,70.86
4,1995,74.87,67.36,70.96
4,1996,74.59,67.35,70.84
4,1997,73.91,66.96,70.31
4,1998,74.69,67.33,70.87
4,1999,75.1,68.2,71.56
4,2000,75.01,68.3,71.58
4,2001,75.4,68.53,71.88
4,2002,75.58,68.83,72.13
4,2003,75.98,68.94,72.37
4,2004,76.26,69.07,72.58
4,2005,76.25,69.05,72.56
4,2006,76.3,69.25,72.69
4,2007,76.62,69.55,73.01
4,2008,76.98,69.84,73.34
4,2009,77.33,70.17,73.68
4,2010,77.35,70.39,73.81
4,2011,77.72,70.73,74.16
4,2012,77.87,70.91,74.33
4,2013,78.47,71.29,74.82
4,2014,77.97,71.07,74.47
4,2015,78.13,71.23,74.62
4,2016,78.47,71.31,74.83
4,2017,78.34,71.37,74.8
4,2018,78.49,71.49,74.93
4,2019,78.72,71.58,75.09
4,2020,77.48,69.99,73.6
4,2021,75.1,68.05,71.41
5,1959,71.97,65.24,69.06
5,1960,74.81,67.92,71.85
5,1961,75.56,68.61,72.58
5,1962,74.08,67.66,71.32
5,1963,74.88,68.16,71.99
5,1964,76.67,69.39,73.53
5,1965,76.14,68.96,73.04
5,1966,76.6,69.16,73.38
5,1967,76.36,68.97,73.16
5,1968,76.64,68.93,73.26
5,1969,76.34,68.51,72.9
5,1970,75.96,67.87,72.36
5,1971,76.77,68.35,73.02
5,1972,76.48,68.1,72.73
5,1973,76.44,68.17,72.75
5,1974,76.91,68.35,73.07
5,1975,76.25,67.15,72.11
5,1976,76.25,66.89,71.97
5,1977,76.29,66.75,71.91
5,1978,76.16,66.58,71.75
5,1979,76.06,65.96,71.35
5,1980,75.59,65.95,71.1
5,1981,76.2,65.94,71.38
5,1982,76.17,66.21,71.51
5,1983,75.94,66.11,71.33
5,1984,75.52,65.41,70.72
5,1985,75.26,66.11,70.97
5,1986,76.28,67.68,72.31
5,1987,76.17,67.58,72.19
5,1988,76.11,67.27,71.97
5,1989,76.34,66.73,71.76
5,1990,75.79,66.24,71.21
5,1991,75.45,65.5,70.62
5,1992,75.34,64.9,70.21
5,1993,74.49,63.73,69.11
5,1994,74.36,63.42,68.87
5,1995,74.19,62.8,68.43
5,1996,74.29,63.04,68.6
5,1997,74.19,62.81,68.41
5,1998,74.29,62.57,68.3
5,1999,73.92,62.19,67.91
5,2000,74.66,63.3,68.89
5,2001,74.5,62.73,68.46
5,2002,74.12,62.18,67.95
5,2003,74.67,62.62,68.47
5,2004,74.96,63.12,68.89
5,2005,75,62.76,68.7
5,2006,75.44,63.48,69.32
5,2007,76.11,64.46,70.22
5,2008,76.41,64.55,70.4
5,2009,76.36,64.67,70.45
5,2010,76.48,64.6,70.45
5,2011,76.77,64.71,70.65
5,2012,77.68,66.6,72.19
5,2013,77.88,67.23,72.65
5,2014,78.43,67.81,73.24
5,2015,78.87,68.59,73.88
5,2016,79.02,68.96,74.15
5,2017,79.22,69.27,74.42
5,2018,79.4,69.25,74.48
6,1921,58.22,56.03,57.1
6,1922,58.22,56,57.08
6,1923,58.07,55.89,56.96
6,1924,59.84,57.71,58.75
6,1925,60.45,58.11,59.26
6,1926,59.14,56.81,57.95
6,1927,59.92,57.38,58.61
6,1928,59.87,57.32,58.55
6,1929,59.24,56.73,57.94
6,1930,60.35,57.68,58.96
6,1931,61.63,59.01,60.27
6,1932,62.52,60.25,61.34
6,1933,63.38,61.25,62.28
6,1934,63.98,61.4,62.62
6,1935,63.71,61.21,62.4
6,1936,63.79,61.62,62.65
6,1937,62.8,59.9,61.27
6,1938,64.89,61.78,63.24
6,1939,65.34,62.24,63.7
6,1940,65.65,62.38,63.91
6,1941,65.7,62.02,63.74
6,1942,66.52,62.95,64.61
6,1943,66.44,62.93,64.57
6,1944,67.02,63.75,65.28
6,1945,68.12,64.64,66.26
6,1946,68.33,64.73,66.41
6,1947,68.96,64.89,66.79
6,1948,69.42,65.36,67.25
6,1949,69.85,65.63,67.59
6,1950,70.58,66.15,68.21
6,1951,70.87,66.43,68.51
6,1952,71.39,66.33,68.68
6,1953,71.8,66.68,69.07
6,1954,72.7,67.54,69.94
6,1955,72.88,67.51,70
6,1956,72.82,67.51,69.97
6,1957,72.98,67.29,69.92
6,1958,73.68,67.9,70.57
6,1959,73.65,67.98,70.61
6,1960,74.15,68.23,70.98
6,1961,74.47,68.4,71.22
6,1962,74.44,68.45,71.24
6,1963,74.52,68.42,71.27
6,1964,75.08,68.63,71.64
6,1965,75.15,68.77,71.75
6,1966,75.39,68.77,71.87
6,1967,75.66,68.93,72.09
6,1968,75.79,69.09,72.24
6,1969,76.02,69.16,72.4
6,1970,76.27,69.33,72.61
6,1971,76.65,69.62,72.95
6,1972,76.54,69.47,72.83
6,1973,76.83,69.67,73.07
6,1974,76.9,69.73,73.15
6,1975,77.23,70,73.45
6,1976,77.67,70.38,73.87
6,1977,77.96,70.63,74.16
6,1978,78.32,70.91,74.48
6,1979,78.59,71.31,74.84
6,1980,78.72,71.6,75.07
6,1981,79.11,72.01,75.48
6,1982,79.23,72.29,75.69
6,1983,79.55,72.69,76.07
6,1984,79.78,73.01,76.36
6,1985,79.73,73.03,76.35
6,1986,79.79,73.23,76.49
6,1987,80.11,73.51,76.8
6,1988,80.19,73.57,76.86
6,1989,80.39,73.87,77.12
6,1990,80.63,74.23,77.43
6,1991,80.73,74.44,77.59
6,1992,80.98,74.69,77.85
6,1993,80.78,74.63,77.72
6,1994,80.88,74.87,77.9
6,1995,80.97,75.01,78.02
6,1996,81.1,75.38,78.27
6,1997,81.2,75.66,78.47
6,1998,81.36,75.9,78.68
6,1999,81.56,76.12,78.88
6,2000,81.77,76.58,79.23
6,2001,81.94,76.85,79.45
6,2002,81.94,77.07,79.57
6,2003,82.14,77.21,79.74
6,2004,82.36,77.58,80.03
6,2005,82.43,77.71,80.13
6,2006,82.81,78.15,80.54
6,2007,82.8,78.17,80.54
6,2008,82.94,78.4,80.73
6,2009,83.23,78.78,81.06
6,2010,83.45,79.1,81.34
6,2011,83.59,79.32,81.51
6,2012,83.74,79.55,81.7
6,2013,83.79,79.67,81.78
6,2014,83.88,79.7,81.83
6,2015,83.9,79.82,81.9
6,2016,84.05,79.92,82.02
6,2017,84.04,79.74,81.91
6,2018,84.02,79.78,81.92
6,2019,84.38,80.14,82.28
6,2020,83.91,79.38,81.64
6,2021,84.03,79.24,81.62
6,2022,83.58,79.1,81.33
7,1876,41.93,38.53,40.19
7,1877,41.52,38.52,39.99
7,1878,41.88,39.3,40.57
7,1879,43.41,40.29,41.83
7,1880,44.02,40.97,42.47
7,1881,43.24,40.66,41.94
7,1882,44.41,41.67,43.02
7,1883,46.05,44.01,45.02
7,1884,46.33,43.84,45.07
7,1885,45.15,42.71,43.92
7,1886,45.92,43.58,44.75
7,1887,46.76,44.18,45.46
7,1888,47.35,44.69,46
7,1889,46.28,44.1,45.18
7,1890,46.38,43.67,45.01
7,1891,46.22,43.43,44.81
7,1892,48.61,45.82,47.2
7,1893,47.36,44.82,46.08
7,1894,47.06,44.65,45.85
7,1895,48.41,45.48,46.93
7,1896,50.43,47.35,48.87
7,1897,50.52,47.69,49.1
7,1898,49.87,46.68,48.26
7,1899,51.06,47.57,49.31
7,1900,48.94,46.26,47.59
7,1901,50.62,47.36,48.97
7,1902,51.78,49.11,50.44
7,1903,51.32,48.83,50.08
7,1904,50.45,48.01,49.23
7,1905,51.13,48.27,49.69
7,1906,52.21,49.3,50.75
7,1907,52.74,49.66,51.19
7,1908,53.89,50.7,52.29
7,1909,53.15,50.16,51.65
7,1910,54.64,51.25,52.93
7,1911,53.4,50.16,51.77
7,1912,56.09,52.73,54.4
7,1913,55.96,52.51,54.23
7,1914,56.77,53.47,55.11
7,1915,57.5,54.33,55.91
7,1916,58.09,54.94,56.52
7,1917,57.43,54.12,55.77
7,1918,48.94,43.76,46.3
7,1919,55.91,53.74,54.83
7,1920,55.77,53.22,54.5
7,1921,59.44,56.1,57.77
7,1922,59.67,57.27,58.48
7,1923,61.74,58.22,59.98
7,1924,61.03,57.89,59.47
7,1925,61.4,58.39,59.91
7,1926,62.14,59.01,60.59
7,1927,61.58,58.57,60.09
7,1928,62.19,58.65,60.43
7,1929,62.05,58.21,60.14
7,1930,63.48,59.3,61.4
7,1931,63.03,59.41,61.23
7,1932,63.03,59.35,61.2
7,1933,64.22,60.48,62.37
7,1934,64.9,60.73,62.83
7,1935,63.98,60.24,62.13
7,1936,65.25,61,63.14
7,1937,65.41,61.49,63.48
7,1938,65.64,61.97,63.83
7,1939,66.05,61.86,63.98
7,1940,65.68,61.36,63.54
7,1941,66.99,62.76,64.91
7,1942,67.76,63.42,65.63
7,1943,68.02,63.57,65.82
7,1944,67.06,62.61,64.86
7,1945,67.38,63.31,65.38
7,1946,67.79,64.26,66.06
7,1947,68.34,64.07,66.23
7,1948,69.42,65.13,67.31
7,1949,70.04,65.77,67.95
7,1950,71.09,66.65,68.91
7,1951,70.97,66.34,68.69
7,1952,71.85,67.24,69.59
7,1953,71.9,67.06,69.52
7,1954,72.3,67.58,69.98
7,1955,72.35,67.7,70.07
7,1956,72.65,67.67,70.2
7,1957,73.17,67.84,70.54
7,1958,73.95,68.55,71.29
7,1959,74.11,68.72,71.45
7,1960,74.11,68.65,71.41
7,1961,74.58,68.84,71.74
7,1962,74.1,68.45,71.3
7,1963,74.24,68.3,71.29
7,1964,75.11,69.19,72.18
7,1965,75.08,69.48,72.32
7,1966,75.26,69.57,72.45
7,1967,75.72,69.7,72.74
7,1968,75.53,69.8,72.7
7,1969,75.65,69.72,72.72
7,1970,76.16,70.03,73.12
7,1971,76.25,70.17,73.24
7,1972,76.83,70.63,73.76
7,1973,77.05,70.98,74.06
7,1974,77.56,71.17,74.4
7,1975,78.01,71.5,74.79
7,1976,78.14,71.6,74.91
7,1977,78.68,71.96,75.36
7,1978,78.66,71.89,75.31
7,1979,78.79,72.32,75.61
7,1980,78.86,72.23,75.59
7,1981,79.13,72.42,75.82
7,1982,79.44,72.79,76.16
7,1983,79.56,72.69,76.16
7,1984,80.04,73.35,76.75
7,1985,80.16,73.49,76.88
7,1986,80.3,73.66,77.04
7,1987,80.66,73.9,77.34
7,1988,80.73,73.89,77.37
7,1989,80.94,74.06,77.56
7,1990,80.71,73.95,77.38
7,1991,81.09,74.11,77.65
7,1992,81.33,74.45,77.95
7,1993,81.42,74.9,78.24
7,1994,81.7,75.14,78.5
7,1995,81.68,75.29,78.57
7,1996,81.99,75.93,79.05
7,1997,82.03,76.24,79.23
7,1998,82.47,76.31,79.48
7,1999,82.48,76.78,79.73
7,2000,82.56,76.92,79.84
7,2001,82.96,77.35,80.25
7,2002,82.95,77.73,80.44
7,2003,82.98,77.89,80.54
7,2004,83.47,78.43,81.05
7,2005,83.69,78.58,81.24
7,2006,83.84,79.04,81.55
7,2007,83.96,79.25,81.7
7,2008,84.18,79.57,81.97
7,2009,84.19,79.62,81.99
7,2010,84.37,80.03,82.29
7,2011,84.68,80.29,82.57
7,2012,84.61,80.46,82.62
7,2013,84.73,80.51,82.7
7,2014,85.1,80.92,83.09
7,2015,84.89,80.7,82.85
7,2016,85.23,81.53,83.45
7,2017,85.36,81.36,83.42
7,2018,85.38,81.65,83.57
7,2019,85.57,81.89,83.79
7,2020,85.07,81,83.06
7,2021,85.61,81.62,83.65
7,2022,85.38,81.61,83.53
8,1992,77.48,71.46,74.5
8,1993,77.66,71.42,74.56
8,1994,78.19,71.82,75.03
8,1995,78.24,71.64,74.95
8,1996,78.61,71.87,75.24
8,1997,79.08,72.54,75.82
8,1998,79.05,72.77,75.93
8,1999,79.18,73.02,76.13
8,2000,79.93,73.71,76.85
8,2001,79.83,73.58,76.73
8,2002,80.39,74.07,77.27
8,2003,80.4,74.2,77.33
8,2004,80.41,74.28,77.38
8,2005,80.75,74.71,77.78
8,2006,81.08,75.17,78.18
8,2007,80.58,74.62,77.64
8,2008,81.2,75.19,78.24
8,2009,81.38,75.33,78.4
8,2010,81,75.22,78.15
8,2011,81.52,75.93,78.78
8,2012,81.39,76.07,78.79
8,2013,81.72,76.15,78.99
8,2014,81.78,76.3,79.09
8,2015,81.97,76.53,79.3
8,2016,82.13,76.89,79.57
8,2017,82.25,77.1,79.74
8,2018,82.51,77.35,79.99
8,2019,82.57,77.38,80.03
8,2020,81.81,76.07,78.96
9,1950,66.83,61.95,64.4
9,1951,67.73,62.77,65.26
9,1952,69.25,64.42,66.86
9,1953,69.92,65.13,67.55
9,1954,70.57,65.47,68.05
9,1955,71.55,66.33,68.98
9,1956,71.97,66.69,69.37
9,1957,71.69,66.31,69.03
9,1958,72.64,67.23,69.98
9,1959,72.68,67.03,69.9
9,1960,73.34,67.49,70.45
9,1961,73.54,67.61,70.62
9,1962,72.86,66.87,69.89
9,1963,73.46,67.25,70.39
9,1964,73.65,67.46,70.59
9,1965,73.39,67.08,70.26
9,1966,73.73,67.15,70.46
9,1967,73.66,67.03,70.35
9,1968,73.38,66.46,69.91
9,1969,73.06,65.84,69.42
9,1970,72.99,66.04,69.49
9,1971,73.37,66.16,69.74
9,1972,73.66,66.81,70.23
9,1973,73.69,66.53,70.09
9,1974,73.6,66.76,70.18
9,1975,74,66.99,70.49
9,1976,74.19,67.04,70.6
9,1977,74.2,67.1,70.64
9,1978,74.25,67.19,70.71
9,1979,74.34,67.32,70.82
9,1980,73.92,66.81,70.34
9,1981,74.39,67.19,70.77
9,1982,74.47,67.32,70.88
9,1983,74.3,67.04,70.64
9,1984,74.5,67.34,70.9
9,1985,74.76,67.49,71.1
9,1986,74.67,67.48,71.05
9,1987,75.2,67.86,71.51
9,1988,75.35,68.1,71.71
9,1989,75.43,68.12,71.76
9,1990,75.4,67.53,71.41
9,1991,75.75,68.23,71.97
9,1992,76.18,68.52,72.33
9,1993,76.43,69.25,72.85
9,1994,76.65,69.49,73.08
9,1995,76.65,69.66,73.18
9,1996,77.32,70.31,73.84
9,1997,77.43,70.42,73.95
9,1998,77.99,71.05,74.55
9,1999,78.08,71.33,74.74
9,2000,78.33,71.55,74.98
9,2001,78.51,72.02,75.31
9,2002,78.71,72.1,75.44
9,2003,78.66,72.08,75.4
9,2004,79.21,72.61,75.94
9,2005,79.28,72.95,76.16
