country,Year,Female,Male,Total
23,1841,42.65,40.61,41.62
23,1842,42.21,40.42,41.3
23,1843,42.82,40.84,41.81
23,1844,42.5,40.53,41.49
23,1845,43.53,41.49,42.49
23,1846,40.95,38.91,39.91
23,1847,39.29,37.33,38.29
23,1848,40.5,38.46,39.46
23,1849,38.17,36.54,37.34
23,1850,43.66,41.86,42.75
23,1851,42.36,40.4,41.36
23,1852,41.97,39.81,40.87
23,1853,41.65,39.42,40.51
23,1854,40.33,38.3,39.3
23,1855,42.15,39.88,40.99
23,1856,44.32,42.12,43.21
23,1857,42.8,40.9,41.84
23,1858,40.92,39.08,39.99
23,1859,41.79,39.8,40.77
23,1860,44.1,41.82,42.94
23,1861,43.49,41.17,42.31
23,1862,43.67,41.31,42.47
23,1863,41.59,39.17,40.36
23,1864,41.23,38.68,39.93
23,1865,42,39.28,40.62
23,1866,41.7,39.1,40.38
23,1867,44.04,41.17,42.58
23,1868,43.35,40.62,41.97
23,1869,43.09,40.19,41.62
23,1870,42.43,39.43,40.91
23,1871,42.84,39.75,41.28
23,1872,44.53,41.25,42.87
23,1873,45.41,42.12,43.74
23,1874,43.66,40.54,42.07
23,1875,43.42,40.24,41.81
23,1876,45.4,41.94,43.65
23,1877,46.5,42.89,44.67
23,1878,44.61,41.39,42.98
23,1879,45.89,42.58,44.22
23,1880,45.36,42.13,43.73
23,1881,47.65,44.54,46.08
23,1882,46.35,43.34,44.83
23,1883,46.65,43.49,45.05
23,1884,46.31,43.2,44.74
23,1885,47.25,44.22,45.72
23,1886,46.87,43.74,45.29
23,1887,47.15,44.11,45.62
23,1888,48.49,45.09,46.78
23,1889,47.95,44.69,46.31
23,1890,46.53,42.95,44.72
23,1891,46.01,42.52,44.24
23,1892,47.08,43.87,45.46
23,1893,46.45,43.24,44.83
23,1894,49.94,46.67,48.3
23,1895,47.33,44.07,45.69
23,1896,49.05,45.71,47.37
23,1897,49.08,45.34,47.19
23,1898,48.76,45.19,46.96
23,1899,47.98,44.29,46.12
23,1900,48.25,44.39,46.3
23,1901,49.82,45.98,47.89
23,1902,51.02,47.12,49.05
23,1903,52.32,48.48,50.39
23,1904,50.95,47.25,49.09
23,1905,52.68,48.99,50.83
23,1906,52.46,48.68,50.56
23,1907,53.27,49.56,51.41
23,1908,53.77,49.87,51.81
23,1909,54.29,50.67,52.48
23,1910,55.86,52.05,53.95
23,1911,53.48,49.56,51.51
23,1912,56.41,52.61,54.51
23,1913,55.86,51.75,53.79
23,1914,55.67,48.49,52
23,1915,54.32,42.91,48.3
23,1916,57.07,40.47,48
23,1917,57.24,37.23,46
23,1918,50.25,33.39,40.9
23,1919,56.61,51.51,54.08
23,1920,58.72,54.3,56.52
23,1921,60.21,56.26,58.24
23,1922,59.5,55.65,57.59
23,1923,61.67,57.68,59.69
23,1924,60.68,56.69,58.7
23,1925,60.82,56.87,58.85
23,1926,62.03,58,60.03
23,1927,61.36,57.25,59.32
23,1928,62.52,58.32,60.44
23,1929,59.96,55.91,57.94
23,1930,63.46,59.1,61.29
23,1931,62.41,58.25,60.34
23,1932,63.01,59.01,61.02
23,1933,62.91,58.99,60.97
23,1934,63.72,59.72,61.74
23,1935,64.54,60.45,62.51
23,1936,64.42,60.11,62.28
23,1937,64.46,60.17,62.33
23,1938,65.96,61.43,63.72
23,1939,66.24,61.83,64.06
23,1940,63.94,57.34,60.59
23,1941,64.77,58.62,61.66
23,1942,67.38,59.24,63.21
23,1943,67.32,58.06,62.53
23,1944,68.19,57.71,62.74
23,1945,68.73,55.75,61.86
23,1946,69.18,64.6,66.93
23,1947,69.28,64.58,66.97
23,1948,71.1,66.46,68.83
23,1949,70.72,66.14,68.47
23,1950,71.31,66.52,68.96
23,1951,71.03,65.91,68.51
23,1952,72.47,67.08,69.83
23,1953,72.62,67.32,70.04
23,1954,73.13,67.66,70.46
23,1955,73.08,67.58,70.39
23,1956,73.36,67.77,70.63
23,1957,73.59,67.83,70.77
23,1958,73.77,67.99,70.94
23,1959,73.89,68.15,71.09
23,1960,74.15,68.25,71.27
23,1961,73.88,68.02,71.01
23,1962,74.01,68.01,71.06
23,1963,73.96,67.93,70.99
23,1964,74.79,68.61,71.76
23,1965,74.82,68.56,71.74
23,1966,74.75,68.48,71.66
23,1967,75.26,69.1,72.25
23,1968,74.92,68.74,71.88
23,1969,74.99,68.65,71.86
23,1970,75.19,68.89,72.09
23,1971,75.51,69.23,72.42
23,1972,75.26,69.05,72.19
23,1973,75.5,69.27,72.42
23,1974,75.68,69.47,72.62
23,1975,75.89,69.73,72.86
23,1976,75.87,69.75,72.85
23,1977,76.34,70.23,73.33
23,1978,76.28,70.15,73.26
23,1979,76.4,70.29,73.38
23,1980,76.76,70.74,73.8
23,1981,77.07,71.08,74.13
23,1982,77.17,71.26,74.26
23,1983,77.4,71.48,74.49
23,1984,77.75,71.9,74.89
23,1985,77.54,71.81,74.72
23,1986,77.84,72.03,74.99
23,1987,78.13,72.42,75.33
23,1988,78.23,72.57,75.46
23,1989,78.3,72.81,75.62
23,1990,78.69,73.04,75.93
23,1991,78.78,73.28,76.09
23,1992,79.14,73.73,76.5
23,1993,78.98,73.68,76.38
23,1994,79.49,74.21,76.92
23,1995,79.37,74.14,76.81
23,1996,79.58,74.46,77.08
23,1997,79.75,74.79,77.33
23,1998,79.88,74.94,77.47
23,1999,79.94,75.12,77.59
23,2000,80.37,75.62,78.06
23,2001,80.59,75.94,78.33
23,2002,80.69,76.12,78.46
23,2003,80.65,76.3,78.54
23,2004,81.24,76.88,79.13
23,2005,81.38,77.15,79.33
23,2006,81.67,77.37,79.58
23,2007,81.81,77.63,79.78
23,2008,81.87,77.79,79.88
23,2009,82.4,78.25,80.38
23,2010,82.54,78.6,80.62
23,2011,82.93,79.02,81.02
23,2012,82.88,79.19,81.08
23,2013,82.96,79.22,81.13
23,2014,83.18,79.45,81.35
23,2015,82.92,79.28,81.13
23,2016,83.07,79.43,81.28
23,2017,83.19,79.52,81.38
23,2018,83.16,79.48,81.33
23,2019,83.5,79.8,81.67
23,2020,82.58,78.58,80.57
23,2021,82.76,78.72,80.74
24,1981,78.04,73.39,75.73
24,1982,78.26,73.44,75.85
24,1983,78.05,73.28,75.67
24,1984,78.57,73.68,76.13
24,1985,78.42,73.4,75.9
24,1986,78.81,73.98,76.39
24,1987,78.58,73.82,76.2
24,1988,79.3,74.27,76.78
24,1989,79.53,74.47,77
24,1990,79.63,74.66,77.14
24,1991,79.86,74.66,77.25
24,1992,79.77,74.62,77.18
24,1993,80.07,74.86,77.45
24,1994,80.31,75.03,77.66
24,1995,80.4,74.9,77.63
24,1996,80.56,75,77.76
24,1997,80.88,75.37,78.1
24,1998,80.75,75.44,78.08
24,1999,80.94,75.46,78.18
24,2000,81.18,75.52,78.32
24,2001,81.6,75.96,78.75
24,2002,81.68,76.23,78.93
24,2003,81.83,76.39,79.09
24,2004,82.05,76.48,79.24
24,2005,82.33,76.64,79.46
24,2006,82.58,76.97,79.75
24,2007,82.46,76.78,79.59
24,2008,82.95,77.36,80.14
24,2009,83.21,77.44,80.3
24,2010,83.25,77.89,80.57
24,2011,83.46,77.92,80.68
24,2012,83.3,77.86,80.57
24,2013,83.79,78.48,81.14
24,2014,83.91,78.54,81.23
24,2015,83.63,78.32,80.98
24,2016,83.79,78.64,81.22
24,2017,83.75,78.61,81.19
24,2018,84.18,79.02,81.61
24,2019,83.99,78.97,81.49
25,1986,79.73,74.1,76.95
25,1987,79.87,74.14,77.01
25,1988,79.84,74.23,77.03
25,1989,80.08,74.1,77.05
25,1990,80.22,74.47,77.31
25,1991,80.77,75.23,77.99
25,1992,80.73,74.91,77.75
25,1993,81.09,75.44,78.23
25,1994,82.02,76,78.98
25,1995,82.19,76.17,79.14
25,1996,82.43,76.53,79.43
25,1997,82.96,77.08,79.98
25,1998,83.12,77.21,80.12
25,1999,83.34,77.59,80.43
25,2000,83.61,77.79,80.66
25,2001,84.36,78.21,81.24
25,2002,84.39,78.39,81.37
25,2003,84.08,78.12,81.04
25,2004,84.43,78.57,81.46
25,2005,84.35,78.61,81.44
25,2006,85.15,79.35,82.23
25,2007,85.31,79.19,82.2
25,2008,84.92,79.21,82.03
25,2009,85.47,79.75,82.59
25,2010,85.74,79.91,82.8
25,2011,86.25,80.28,83.24
25,2012,86.22,80.39,83.28
25,2013,86.76,80.94,83.84
25,2014,86.75,81.13,83.94
25,2015,86.95,81.35,84.15
25,2016,87.27,81.35,84.31
25,2017,87.62,81.79,84.72
25,2018,87.99,82.1,85.05
25,2019,88.06,82.14,85.12
25,2020,88.02,82.27,85.17
26,2001,78.1,70.94,74.56
26,2002,78.32,71.05,74.72
26,2003,78.22,71.01,74.65
26,2004,78.88,71.85,75.42
26,2005,78.85,71.73,75.32
26,2006,79.24,72.39,75.86
26,2007,79.15,72.2,75.7
26,2008,79.52,72.28,75.91
26,2009,79.53,72.79,76.19
26,2010,79.78,73.39,76.63
26,2011,80.21,73.77,77.03
26,2012,80.48,73.85,77.2
26,2013,80.8,74.39,77.64
26,2014,80.88,74.63,77.81
26,2015,80.44,74.32,77.42
26,2016,81.17,74.91,78.09
26,2017,80.87,74.87,77.91
26,2018,81.33,74.86,78.11
26,2019,81.45,75.36,78.43
26,2020,80.85,74.65,77.75
27,1950,64.31,59.93,62.14
27,1951,64.75,60.16,62.47
27,1952,66.16,61.65,63.92
27,1953,65.87,61.78,63.84
27,1954,67.29,63.5,65.42
27,1955,68.79,64.94,66.89
27,1956,68.42,63.55,66
27,1957,68.53,64.09,66.34
27,1958,69.47,65.33,67.43
27,1959,69.52,65.06,67.32
27,1960,70.17,65.92,68.08
27,1961,71.18,66.76,69.01
27,1962,70.13,65.68,67.94
27,1963,71.2,66.6,68.94
27,1964,71.85,67,69.46
27,1965,71.53,66.7,69.15
27,1966,72.22,67.49,69.89
27,1967,72.02,66.85,69.46
27,1968,71.97,66.67,69.34
27,1969,72.04,66.67,69.38
27,1970,72.1,66.33,69.22
27,1971,72.06,66.1,69.08
27,1972,72.6,66.81,69.72
27,1973,72.55,66.63,69.6
27,1974,72.23,66.3,69.27
27,1975,72.5,66.34,69.42
27,1976,72.61,66.69,69.66
27,1977,73.11,66.77,69.94
27,1978,72.83,66.15,69.47
27,1979,73.17,66.22,69.67
27,1980,72.76,65.52,69.09
27,1981,72.93,65.48,69.15
27,1982,73.2,65.62,69.35
27,1983,72.97,65.05,68.93
27,1984,73.13,64.98,68.96
27,1985,73.01,64.95,68.9
27,1986,73.16,65.2,69.11
27,1987,73.7,65.56,69.56
27,1988,73.98,66,69.94
27,1989,73.72,65.24,69.39
27,1990,73.78,65.15,69.37
27,1991,73.97,65.11,69.44
27,1992,73.94,64.66,69.17
27,1993,73.98,64.65,69.18
27,1994,74.46,65,69.6
27,1995,74.72,65.42,69.97
27,1996,75,66.3,70.6
27,1997,75.45,66.64,71
27,1998,75.53,66.43,70.92
27,1999,75.5,66.67,71.04
27,2000,76.03,67.49,71.76
27,2001,76.56,68.19,72.4
27,2002,76.68,68.28,72.51
27,2003,76.66,68.32,72.52
27,2004,77.1,68.66,72.91
27,2005,77.07,68.61,72.86
27,2006,77.55,69.07,73.34
27,2007,77.52,69.25,73.43
27,2008,77.97,69.82,73.96
27,2009,78.11,70.11,74.18
27,2010,78.31,70.56,74.52
27,2011,78.48,71.14,74.91
27,2012,78.62,71.55,75.18
27,2013,79,72.12,75.68
27,2014,79.23,72.25,75.85
27,2015,78.87,72.23,75.65
27,2016,79.57,72.56,76.16
27,2017,79.27,72.55,76
27,2018,79.53,72.72,76.2
27,2019,79.68,73.05,76.45
27,2020,79.02,72.32,75.72
28,1950,66.73,64.5,65.57
28,1951,66.11,63.51,64.75
28,1952,68.69,65.77,67.16
28,1953,69.22,66.69,67.91
28,1954,69.7,66.46,68
28,1955,69.65,66.48,68
28,1956,70.72,67.34,68.96
28,1957,70.64,67.49,69
28,1958,71.13,67.57,69.27
28,1959,71.42,67.6,69.42
28,1960,71.99,68.48,70.17
28,1961,71.6,67.85,69.64
28,1962,72.11,67.97,69.95
28,1963,72.26,68.29,70.19
28,1964,72.59,68.49,70.45
28,1965,72.94,68.55,70.64
28,1966,72.44,68.1,70.15
28,1967,73.52,69.08,71.2
28,1968,73.27,68.72,70.88
28,1969,73.08,68.72,70.8
28,1970,73.33,68.58,70.83
28,1971,74.18,69.29,71.62
28,1972,73.57,68.59,70.96
28,1973,73.88,68.72,71.17
28,1974,73.84,68.64,71.11
28,1975,74.46,69.17,71.69
28,1976,74.47,69.36,71.8
28,1977,74.63,69.49,71.94
28,1978,74.77,69.35,71.93
28,1979,75.29,69.39,72.18
28,1980,75.39,69.93,72.54
28,1981,75.88,70.16,72.89
28,1982,76.09,70.47,73.16
28,1983,76.22,70.4,73.18
28,1984,76.55,70.91,73.62
28,1985,76.63,70.76,73.56
28,1986,76.62,70.85,73.61
28,1987,77.36,71.65,74.41
28,1988,77.32,71.7,74.43
28,1989,77.3,71.74,74.45
28,1990,77.72,72.11,74.84
28,1991,77.9,72.29,75.03
28,1992,78.29,72.68,75.43
28,1993,78.16,72.56,75.29
28,1994,78.65,73.05,75.8
28,1995,78.31,72.76,75.48
28,1996,78.7,73.06,75.83
28,1997,78.67,73.36,75.98
28,1998,79.08,73.4,76.19
28,1999,78.84,73.42,76.09
28,2000,79.18,73.94,76.54
28,2001,79.76,74.48,77.1
28,2002,80.27,74.95,77.59
28,2003,80.56,75.63,78.11
28,2004,80.99,76.01,78.51
28,2005,81.18,76.6,78.91
28,2006,81.53,76.76,79.15
28,2007,81.86,77.24,79.57
28,2008,82.08,77.48,79.79
28,2009,82.47,77.68,80.09
28,2010,82.84,78.31,80.6
28,2011,82.88,78.52,80.73
28,2012,82.99,78.68,80.85
28,2013,83.1,79,81.07
28,2014,83.45,79.34,81.42
28,2015,83.44,79.62,81.55
28,2016,83.6,79.77,81.7
28,2017,83.92,80.27,82.11
28,2018,83.98,80.24,82.12
28,2019,84.38,80.4,82.39
28,2020,84.14,80.56,82.35
29,1838,34.38,30.7,32.54
29,1839,29.56,26.58,28.07
29,1840,32.78,31.36,32.08
29,1841,42.06,38.72,40.35
29,1842,45.2,35.7,40.23
29,1843,28.35,22.93,25.5
29,1844,45.05,40.85,42.97
29,1845,43.84,39.23,41.47
29,1846,19.19,18.22,18.68
29,1847,36.46,30.47,33.41
29,1848,44.82,38.76,41.78
29,1849,40.33,34.67,37.34
29,1850,38.39,35.3,36.74
29,1851,32.87,27.62,30.14
29,1852,43.78,40.5,42.15
29,1853,52.31,45.1,48.69
29,1854,47.25,39.43,43.16
29,1855,41.25,35.43,38.24
29,1856,46.65,38.47,42.41
29,1857,43.04,36.22,39.52
29,1858,36.7,33.06,34.88
29,1859,31.87,27.87,29.82
29,1860,21.54,18.29,19.84
29,1861,29.36,25.09,27.18
29,1862,28.54,25.66,27.1
29,1863,39.22,31.83,35.22
29,1864,38.87,31.35,34.97
29,1865,37.3,31.41,34.24
29,1866,28.95,25.7,27.28
29,1867,42.89,32.96,37.67
29,1868,38.8,31.04,34.79
29,1869,30.21,26.16,28.17
29,1870,42.66,34.54,38.44
29,1871,38.23,32.25,35.13
29,1872,26.02,24.47,25.31
29,1873,38.6,34.77,36.69
29,1874,41.89,37.3,39.63
29,1875,40.38,33.25,36.61
29,1876,43.17,37.4,40.34
29,1877,48.39,40.98,44.69
29,1878,44.55,38.23,41.37
29,1879,44.7,34.99,39.49
29,1880,44.79,39.95,42.41
29,1881,37.4,34.36,35.96
29,1882,19.01,16.94,17.94
29,1883,31.99,27.62,29.78
29,1884,45.37,38.91,42.11
29,1885,48.91,42.45,45.64
29,1886,47.31,42.87,45.05
29,1887,44.6,37.04,40.69
29,1888,51,42.73,46.76
29,1889,54.36,50.45,52.51
29,1890,39.06,34.46,36.76
29,1891,45.99,48.59,47.33
29,1892,55.59,49.91,52.79
29,1893,57.13,48.23,52.57
29,1894,49.24,40.74,44.8
29,1895,54.37,50.18,52.37
29,1896,55.89,50.33,53.17
29,1897,50.9,46.17,48.58
29,1898,47.91,40.94,44.35
29,1899,53.45,46.16,49.75
29,1900,49.56,43.68,46.59
29,1901,56.35,49.48,52.93
29,1902,52.4,49.5,50.93
29,1903,49.78,47.39,48.7
29,1904,54.97,50.27,52.67
29,1905,52.89,46.17,49.45
29,1906,59.11,48.39,53.51
29,1907,52.37,47.13,49.76
29,1908,48.83,42.69,45.71
29,1909,53.04,51.68,52.46
29,1910,54.59,50.57,52.64
29,1911,58.08,52.73,55.39
29,1912,59.38,52.66,55.99
29,1913,61.23,56.55,58.94
29,1914,55.51,48.38,51.91
29,1915,56.4,50.61,53.52
29,1916,58.5,50.51,54.41
29,1917,61.52,56.42,59
29,1918,52.72,49.4,51.07
29,1919,60.38,56.34,58.46
29,1920,56.43,52.67,54.63
29,1921,58.01,50.47,54.13
29,1922,60.87,53.09,56.89
29,1923,60.73,54.68,57.68
29,1924,57.74,50.57,54.08
29,1925,59.64,56.62,58.22
29,1926,62.89,58.48,60.72
29,1927,60.15,56,58.09
29,1928,62.2,61.08,61.71
29,1929,61.15,59.83,60.54
29,1930,62.47,57.81,60.18
29,1931,62.03,59.49,60.84
29,1932,64.12,59.98,62.08
29,1933,65.71,60.1,62.91
29,1934,64.67,61.89,63.35
29,1935,61.6,57.34,59.49
29,1936,66.36,59.12,62.69
29,1937,65.3,61.59,63.47
29,1938,68.23,61.97,65.02
29,1939,68.01,63.91,65.98
29,1940,68.74,62.85,65.77
29,1941,67.06,59.53,63.12
29,1942,65.97,62.26,64.12
29,1943,66.65,63.76,65.22
29,1944,68.95,64.45,66.72
29,1945,69.25,65.83,67.55
29,1946,71.7,65.39,68.49
29,1947,71.32,67.34,69.32
29,1948,70.65,69.7,70.2
29,1949,73.21,69.61,71.39
29,1950,73.52,68.58,71.03
29,1951,72.81,69.19,71.02
29,1952,74.86,70.07,72.44
29,1953,74.34,70.25,72.29
29,1954,75.6,71.1,73.34
29,1955,75.91,70.74,73.29
29,1956,74.29,71.49,72.92
29,1957,75.11,71.72,73.4
29,1958,75.95,70.88,73.35
29,1959,75.65,69.81,72.64
29,1960,75.76,72.42,74.06
29,1961,76.19,70.76,73.39
29,1962,76.07,71.35,73.63
29,1963,76.02,70.16,72.96
29,1964,76.33,70.91,73.53
29,1965,76.42,71.39,73.81
29,1966,76.31,70.23,73.15
29,1967,76.5,71.09,73.7
29,1968,76.41,71.55,73.89
29,1969,76.37,71.14,73.67
29,1970,77.23,70.67,73.79
29,1971,76.48,70.78,73.51
29,1972,76.88,72.12,74.42
29,1973,77.36,71.45,74.29
29,1974,77.9,71.06,74.3
29,1975,78.66,72.22,75.3
29,1976,79.88,73.7,76.68
29,1977,79.23,73.14,76.08
29,1978,79.27,73.63,76.38
29,1979,79.34,73.96,76.58
29,1980,80.07,73.39,76.6
29,1981,79.54,73.31,76.3
29,1982,79.44,74.52,76.93
29,1983,80.35,73.14,76.56
29,1984,80.19,74.72,77.39
29,1985,80.33,74.82,77.51
29,1986,80.76,75.4,78.02
29,1987,79.66,74.79,77.19
29,1988,79.8,74.41,77.04
29,1989,80.1,76.11,78.11
29,1990,80.53,75.36,77.91
29,1991,81.15,74.85,77.89
29,1992,80.72,76.71,78.73
29,1993,80.81,77.05,78.94
29,1994,81.27,77.09,79.19
29,1995,80.07,75.94,77.99
29,1996,81.16,76.5,78.81
29,1997,81.51,76.32,78.86
29,1998,81.53,77.68,79.62
29,1999,81.37,77.44,79.41
29,2000,81.53,77.84,79.7
29,2001,82.9,78.26,80.57
29,2002,82.34,78.52,80.43
29,2003,82.46,79.48,81
29,2004,82.88,78.89,80.9
29,2005,83.27,79.45,81.37
29,2006,82.78,79.36,81.08
29,2007,83.04,79.43,81.24
29,2008,83.08,79.77,81.42
29,2009,83.6,79.66,81.62
29,2010,83.81,79.67,81.72
29,2011,83.83,80.36,82.11
29,2012,83.91,81.14,82.55
29,2013,83.41,80.29,81.86
29,2014,84.07,81.03,82.57
29,2015,83.56,80.98,82.3
29,2016,83.81,80.19,81.98
29,2017,84.02,80.68,82.32
29,2018,84.19,80.97,82.56
29,2019,84.52,81.33,82.9
29,2020,84.35,81.21,82.76
29,2021,84.36,81.44,82.88
29,2022,83.48,80.67,82.05
30,1983,76.52,73.1,74.82
30,1984,76.92,73.31,75.12
30,1985,77.17,73.7,75.45
30,1986,77.08,73.44,75.27
30,1987,77.57,73.72,75.66
30,1988,77.91,74.09,76.02
30,1989,78.38,74.78,76.61
30,1990,78.79,75.31,77.08
30,1991,78.67,75.14,76.94
30,1992,78.65,74.89,76.8
30,1993,79.24,75.48,77.39
30,1994,79.51,75.68,77.64
30,1995,79.54,75.6,77.62
30,1996,80.14,76.2,78.23
30,1997,80.18,76.02,78.16
30,1998,80.48,76.11,78.36
30,1999,80.58,76.59,78.65
30,2000,80.92,76.64,78.85
30,2001,81.37,77.04,79.27
30,2002,81.29,77.12,79.28
30,2003,81.65,77.49,79.64
30,2004,82.12,77.96,80.11
30,2005,82.09,78.17,80.2
30,2006,82.41,78.58,80.57
30,2007,82.51,78.7,80.67
30,2008,82.89,79.02,81.02
30,2009,83.3,79.62,81.53
30,2010,83.51,79.71,81.67
30,2011,83.45,79.87,81.72
30,2012,83.55,79.87,81.77
30,2013,83.83,80.28,82.12
30,2014,84.06,80.33,82.26
30,2015,84.08,80.12,82.16
30,2016,84.24,80.65,82.5
31,1872,30.26,29.28,29.76
31,1873,31.84,31.49,31.66
31,1874,32.02,31.62,31.81
31,1875,31.66,31.13,31.39
31,1876,34,33.36,33.67
31,1877,35.2,34.75,34.96
31,1878,34.59,34.21,34.39
31,1879,34.18,33.86,34.01
31,1880,33.2,32.46,32.82
31,1881,34.49,34.08,34.27
31,1882,34.61,34.12,34.35
31,1883,35.24,35.25,35.23
31,1884,36.68,36.69,36.67
31,1885,36.8,37.05,36.92
31,1886,35.11,35.28,35.18
31,1887,36.01,36.12,36.05
31,1888,37.07,36.98,37.02
31,1889,39.13,39.15,39.13
31,1890,38.62,38.56,38.58
31,1891,38.56,38.56,38.55
31,1892,38.97,38.92,38.93
31,1893,40.02,39.76,39.88
31,1894,40.1,39.92,40
31,1895,39.95,39.46,39.69
31,1896,41.04,40.52,40.76
31,1897,43.43,43.29,43.35
31,1898,42.6,42.18,42.38
31,1899,43.83,43.61,43.71
31,1900,41.98,41.75,41.85
31,1901,43.89,43.4,43.64
31,1902,43.19,42.85,43.01
31,1903,43.47,42.95,43.2
31,1904,44.62,44.2,44.4
31,1905,44.25,43.75,43.99
31,1906,45.43,44.82,45.11
31,1907,45.76,45.23,45.48
31,1908,43.51,42.75,43.11
31,1909,45.38,44.25,44.8
31,1910,47.14,46.32,46.72
31,1911,45.09,44.61,44.83
31,1912,49.34,48.39,48.85
31,1913,48.89,48.12,48.49
31,1914,50.34,49.41,49.86
31,1915,47.09,38.68,42.63
31,1916,46.7,34.01,39.71
31,1917,47.41,30.98,38.08
31,1918,28.34,23.52,25.82
31,1919,44.88,38.62,41.7
31,1920,46.36,45.29,45.82
31,1921,49.95,48.42,49.17
31,1922,50.84,49.44,50.12
31,1923,52.09,50.9,51.48
31,1924,52.3,50.78,51.53
31,1925,52.23,50.35,51.28
31,1926,51.81,50.15,50.96
31,1927,53.38,51.78,52.57
31,1928,53.58,51.77,52.66
31,1929,53.3,51.25,52.27
31,1930,56.27,54.09,55.17
31,1931,55.86,53.74,54.8
31,1932,55.95,53.53,54.74
31,1933,57.45,55.05,56.25
31,1934,58.12,55.64,56.88
31,1935,57.51,54.89,56.2
31,1936,58.17,55.3,56.74
31,1937,56.8,53.99,55.4
31,1938,57.54,54.75,56.15
31,1939,59.02,56.17,57.6
31,1940,59.03,54.89,56.95
31,1941,58.31,51.42,54.77
31,1942,57.58,47.84,52.45
31,1943,56.27,43.6,49.44
31,1944,57.34,48.03,52.49
31,1945,58.63,51.24,54.86
31,1946,60.53,57.31,58.94
31,1947,62.92,59.43,61.2
31,1948,64.91,61.87,63.42
31,1949,65.62,62.62,64.15
31,1950,67.43,63.94,65.72
31,1951,67.05,63.52,65.31
31,1952,67.69,64.07,65.91
31,1953,68.39,64.7,66.57
31,1954,69.88,65.78,67.86
31,1955,70.36,66.08,68.25
31,1956,69.81,65.42,67.64
31,1957,70.09,65.42,67.78
31,1958,71.18,66.47,68.85
31,1959,71.64,66.91,69.3
31,1960,71.69,66.68,69.21
31,1961,72.45,67.14,69.82
31,1962,71.88,66.53,69.22
31,1963,72.05,66.55,69.31
31,1964,73.17,67.57,70.38
31,1965,73.05,67.45,70.26
31,1966,73.81,68.15,71
31,1967,73.82,68.21,71.03
31,1968,73.73,67.99,70.87
31,1969,73.86,67.87,70.86
31,1970,74.54,68.7,71.63
31,1971,74.87,68.87,71.88
31,1972,75.2,69.08,72.14
31,1973,75.12,69.08,72.11
31,1974,75.9,69.69,72.8
31,1975,75.91,69.55,72.73
31,1976,76.27,69.86,73.07
31,1977,76.73,70.14,73.44
31,1978,77.13,70.42,73.78
31,1979,77.48,70.72,74.11
31,1980,77.42,70.67,74.05
31,1981,77.75,71.09,74.44
31,1982,78.18,71.59,74.91
31,1983,77.99,71.44,74.73
31,1984,78.77,72.16,75.49
31,1985,78.83,72.31,75.6
31,1986,79.12,72.62,75.91
31,1987,79.56,73.02,76.34
31,1988,79.72,73.23,76.52
31,1989,80.15,73.59,76.92
31,1990,80.25,73.63,76.99
31,1991,80.3,73.59,76.99
31,1992,80.66,73.97,77.36
31,1993,80.83,74.36,77.65
31,1994,81.07,74.56,77.87
31,1995,81.33,74.78,78.12
31,1996,81.54,75.18,78.43
31,1997,81.78,75.54,78.73
31,1998,81.82,75.64,78.81
31,1999,82.19,76.06,79.21
31,2000,82.5,76.53,79.61
31,2001,82.79,76.8,79.89
31,2002,82.96,77.08,80.11
31,2003,82.87,77.32,80.19
31,2004,83.76,78.06,81.02
31,2005,83.67,78.16,81.02
31,2006,84.05,78.56,81.41
31,2007,84.04,78.74,81.5
31,2008,84.14,78.95,81.65
31,2009,84.18,79.14,81.76
31,2010,84.52,79.54,82.13
31,2011,84.55,79.7,82.23
31,2012,84.51,79.8,82.25
31,2013,84.91,80.2,82.65
31,2014,85.11,80.49,82.9
31,2015,84.65,80.22,82.52
31,2016,85.18,80.73,83.05
31,2017,84.86,80.45,82.73
31,2018,85.28,80.95,83.19
31,2019,85.41,81.14,83.35
31,2020,84.47,79.85,82.19
31,2021,84.72,80.27,82.54
32,1947,53.67,49.81,51.71
32,1948,58.65,55.03,56.84
32,1949,59.45,55.97,57.72
32,1950,60.88,57.57,59.23
32,1951,62.61,59.3,60.96
32,1952,64.67,61.26,62.97
32,1953,65.07,61.54,63.3
32,1954,66.57,62.47,64.51
32,1955,67.77,63.62,65.68
32,1956,67.67,63.43,65.53
32,1957,67.62,63.27,65.41
32,1958,69.31,64.75,67.01
32,1959,69.79,65.12,67.43
32,1960,70.14,65.3,67.69
32,1961,70.83,65.91,68.34
32,1962,71.14,66.2,68.64
32,1963,72.28,67.2,69.72
32,1964,72.76,67.63,70.17
32,1965,72.85,67.68,70.23
32,1966,73.65,68.45,71.03
32,1967,73.99,68.79,71.38
32,1968,74.28,69.04,71.65
32,1969,74.63,69.21,71.9
32,1970,74.68,69.32,71.99
32,1971,75.48,70.13,72.81
32,1972,75.94,70.53,73.24
32,1973,76.02,70.76,73.41
32,1974,76.37,71.25,73.84
32,1975,76.88,71.75,74.35
32,1976,77.29,72.13,74.75
32,1977,77.86,72.67,75.31
32,1978,78.22,72.96,75.65
32,1979,78.76,73.43,76.16
32,1980,78.76,73.38,76.13
32,1981,79.16,73.81,76.55
32,1982,79.73,74.26,77.07
32,1983,79.83,74.24,77.1
32,1984,80.26,74.6,77.5
32,1985,80.55,74.89,77.8
